id,status,request_type,description,created,closed,response_hours,sla_breach,latitude,longitude,location_detail
7992688,Archived,Streetlight/Lamp,this light has been out for approximately four months,2020-06-12 08:07:00,2020-07-02 09:49:00,481.7,1,29.6190953,-82.396467,4000 SW 47TH ST
8747152,Archived,Trash/Debris (Private Property),,2020-10-12 16:30:00,2020-10-14 10:50:00,42.333333333333336,0,29.642179012132,-82.3012430138426,1016 SE 18TH TER
7639104,Archived,Grass (Overgrown),"In addition to the entire yard, there is also an area in the northwest part of yard with a fallen branch overgrown with grass. 

Trash on east side of yard (old water heater, non-functional mower).",2020-04-07 19:46:00,2020-04-08 08:17:00,12.516666666666667,0,29.667411,-82.3836915,3929 NW 17TH AVE
3666493,Archived,Trash/Debris (Public Property),"The trash problem has continued at NE Park, Partiers have moved from the racquetball courts to the wooded SW corner which abuts homes along 13th Ave. Individuals have moved two plastic chairs from tennis courts to this newly trashed area. During the day they congregate under the picnic pavilion drinking and smoking dope. This is right by the playground. It would be appreciated if officers walked this area at night and sometimes during the day. Thanks to all who have to deal with this issue.",2017-08-28 14:08:00,2019-11-06 09:19:00,19195.183333333334,1,29.6661844,-82.3206424,NE PARK
2578016,Archived,Traffic/Pedestrian Signal,"I am not sure if anyone else has noticed this, but traffic going north on 34th street gets really backed up from 4-6PM before the intersection with W University Avenue.  Sometimes it backs up all the way up the hill by the wall with the graffiti and goes down the other side.  Not sure if anyone else has witnessed this, but I would imagine so since lots of people seem to be caught in the traffic every day.  Perhaps they are distracted by looking at the graffiti and don't really notice.  While I like the 34th street wall a lot, I don't really like being rear-ended by people coming over the hill near the wall and then suddenly finding that the middle lane is completely backed up.  In worrying about being rear-ended, I don't really get a chance to admire the handiwork on the wall unfortunately.  
Luckily for the very few people turning left on University, there are two completely traffic free turn lanes for them to choose from.  They don't have to worry.  The left turn people are the super lucky few.  The right turn people on to W University also get a nice empty lane to themselves as well, and even have the option of turning right on 25A, and so probably don't really even need a whole turn lane to themselves, but lucky them, they got one anyway.  
Meanwhile the one center lane that goes straight just backs up every day, over the hill, past the nice graffiti wall, full of people who work hard all day and just want to get home to their kids.  Those poor people just trying to get home wait for the light at W University Avenue to change 3-4 times between five and six o'clock before they cross. 
It is worth noting that if you are coming south on NW 34th Avenue towards W Univ Ave, there are three lanes to choose from, and only one turn lane.  Somehow, when the redesign of the intersection happened, it was determined that a single lane road coming south should widen to three lanes at University Ave, while the three busy lanes going north should narrow to one lane prior to University Avenue, with two left turn lanes and one right turn lane flanking a crowded center lane.   
Anyway, hope that something can be done, and I encourage everyone stuck in the northbound single lane from 4-6PM to utilize the SeeClickFix app on your phone or call your local government representatives to let them know how you feel about this intersection.  Just don't text and drive!  Well, you will be sitting there for a long while so maybe it is safe to text or call.  Again though, it is probably only me and I am just being crazy and impatient thinking that we could have two lanes going north instead of one.  I should just enjoy the graffiti and relax.  My kids don't need me that badly, they will be just fine.  Maybe I should encourage them to paint the wall at that time, at least that way I would get to see them a little sooner after a long day at work :/",2016-06-09 21:51:00,2016-07-05 11:54:00,614.05,1,29.6520265129911,-82.3723523650831,3401 W UNIVERSITY AVE
2406779,Archived,Parking in Yard (Other Than Driveway),On Saturday April 16 two cars and 10 scooters were parked in the front yard.,2016-04-16 15:40:00,2016-06-21 12:29:00,1580.8166666666666,1,29.657839,-82.344059,1626 NW 7TH AVE
2637355,Archived,Streetlight/Lamp,,2016-06-27 22:23:00,2016-06-28 09:03:00,10.666666666666666,0,29.6269760131836,-82.3728256225586,3404 SW ARCHER RD
4178066,Archived,Streetlight/Lamp,,2018-02-27 19:10:00,2018-03-08 12:44:00,209.56666666666666,1,29.6207107367168,-82.3558076171875,2005 SW 23RD ST
2360862,Archived,Trash/Debris (Private Property),"There is trash in bags and on the ground around the dumpsters behind some of the stores of the Main Street shopping plaza.  Although the waste deparyment emptied their overflowing dumpsters days ago, the stores have not removed the garbage from the ground and put it in their dumpsters.  It is strange that homeowners have to buy yellow bags to put extra garbage out for collection, but these business owners can pile garbage on the ground that they expect will be picked up by Waste Management.  If they need to purchase two dumpsters to accommodate their weekly needs, that is a better solution that storing extra garbage on the ground where animals and the weather can spread it across the neighborhood.
This is a persistent problem with some of the tenants of the shopping complex, while other tenants are very responsible for their garbage and dumpsters.",2016-04-01 08:02:00,2016-04-13 17:56:00,297.9,1,29.6636730957346,-82.3262826640015,1217-1299 NW 2ND ST
5002668,Archived,Trash/Debris (Private Property),Please contact Circle K management at this location regarding their continued lack of litter control. This business does not care about their image and being a part of the neighborhood. Apparently only profits concern them. Code Enforcement has been contacted repeatedly regarding same issue. No change.,2018-10-10 11:26:00,2018-10-11 10:31:00,23.083333333333332,0,29.6665916,-82.3245234,N MAIN AND NE 16TH AVE
4028730,Archived,Right-of-Way Maintenance,"both  "" stop for pedestrians in crosswalk"" signs have been run over and ripped out where the rail trail crosses NW 10 Ave",2018-01-13 16:44:00,2018-01-16 14:00:00,69.26666666666667,0,29.660889,-82.3277698,301 NW 10TH AVE
2229428,Archived,Road Repair,They are *holes*...in the road.,2016-02-12 08:50:00,2016-02-15 08:56:00,72.1,1,29.6451884,-82.3996836,SW 62ND BLVD
6570947,Archived,Maintenance Ditch/Drainage/Flooding,"Road side along lower part of NW 36th St. between NW 5th Ave and NW 7th Avenue does not drain.  Standing water along the roadside in ""park"" area.  Cars parking mushing ground cause grooves and standing water.  Also, yards along NW 36th St are eroding and washing into st.",2019-08-29 13:23:00,2019-08-31 13:20:00,47.95,0,29.655213,-82.3764857,NW 36TH ST AND NW 5TH AVE
4602978,Archived,Tree/Limbs (Public Property),"over grown tree in that corner that endangers safe driving,",2018-06-25 18:27:00,2018-07-02 11:53:00,161.43333333333334,1,29.6593162,-82.309395,NE 8TH AVE & NE 12TH TERR
7266934,Archived,Road Repair,"In and around the intersection of NW 13th Terrace and NW 11th Rd, there are a number of small potholes. Please come repair before they get bigger.",2020-01-26 17:40:00,2020-02-04 21:20:00,219.66666666666666,1,29.6631784318899,-82.3402976989746,1403 NW 12TH RD
4667696,Archived,Vehicle (Abandoned/Non-Operational),"Wrecked Tow Truck sitting for months 
Two other tow trucks with expired tags 
cars being towed into property for storage towed out next day.  Running a towing business without a business license.",2018-07-12 09:10:00,2018-07-12 11:43:00,2.55,0,29.6535962,-82.3753822,207 NW 35TH TERR
2543949,Archived,Traffic/Pedestrian Signal,"Intersection of sw 6th st and 4th ave, south bound lane light timing is insufficient. North bound gets through and left for 10 sec or more, then south gets unprotected green (no turn) for 8-10 sec. If someone in South wants to turn left then no traffic flows as North doesn't yield. If no one turns left then there is time for 3-4 cars before red. Morning and evening traffic backs up to 2nd",2016-05-31 11:52:00,2016-05-31 12:40:00,0.8,0,29.6449568,-82.3248384,601 ORIDA 329
5442770,Archived,Road Repair,,2019-02-24 08:37:00,2019-02-26 10:32:00,49.916666666666664,0,29.6613628702943,-82.3196367321954,1001–1099 NE 5TH TER
6940562,Archived,Streetlight/Lamp,Light out at Rosa Parks station,2019-11-06 16:50:00,2019-11-22 12:21:00,379.51666666666665,1,29.64543025,-82.3227425555555,228 SE DEPOT AVE
4851666,Archived,Street Sign,"There is no sign indicating where on-street parking ends for westbound traffic on NW 10th Avenue before 4th St.  Could a sign be posted to alert people where parking ends?

Also could parking be marked on the asphalt along NW 10th Ave from NW 2nd to NW 6th Street?  It seems like more spots could be indicated than are presently marked.  There is an increase in businesses in the area (a great thing!) and marking spots will help people find parking.

There is a sign indicating ""no parking from here to the corner"" for east bound traffic on NW 10th approaching the 4th Street intersection.  This sign seems abnormally far from the corner.  Could that sign be evaluated to correct placement?  Perhaps it can be moved closer and some parking created there, without making it hard to see or turn at the intersection.

Thank you for your consideration of this request.",2018-08-29 15:54:00,2018-08-30 09:36:00,17.7,0,29.661122,-82.3277179,300-500 NW 10TH AVE
6592585,Archived,Street Sign,Speed limit signs as well as slow speed signs are necessary here on this street. Drivers come down this street too fast and it’s posing a dangerous threat to anyone traveling down this street. Speed Limit sign and a slow speed sign should be implicated ASAP.,2019-09-03 13:48:00,2019-09-04 09:55:00,20.116666666666667,0,29.6514467572558,-82.3563102898496,21 SW 23RD ST
3413836,Archived,Trash/Debris (Private Property),An animal hit by a car has landed by the wheelchair ramp/front door area.  Smells very bad.  Can someone assist with removing animal?,2017-05-15 13:54:00,2017-05-15 14:30:00,0.6,0,29.6600083,-82.3311179,604 NW 8TH PL
3724646,Archived,Other,There ia a wood pole on the corner of 15th Terr & 3rd Ave with nothing attached. We are wondering if this needs to stay or if it can be removed.,2017-09-22 10:29:00,2018-03-28 07:52:00,4485.383333333333,1,29.6538383,-82.34272,220 NW 15 TERR
6937799,Archived,General Code Issue,These sprinklers need to be adjusted so that either they run during nighttime or they do not impact the sidewalk during use. This is a busy street with a busy bus stop. Walking to the stop should not be a hassle due to the inconsiderate use of sprinklers. Please assist. I will email the management at Arlington Square as well but please help in making sure they adjust their sprinklers appropriately.,2019-11-06 08:04:00,2019-11-07 08:29:00,24.416666666666668,0,29.6488923489916,-82.3223535805537,321 SE 3RD ST
4876261,Archived,Parking in Yard (Other Than Driveway),Yard parking,2018-09-05 19:20:00,2018-09-06 11:55:00,16.583333333333332,0,29.6564286879122,-82.3539168334961,2204 NW 5TH PL
5345372,Archived,Streetlight/Lamp,"There are two lights The one on the southeast corner of my property is lights my entire front yard and porch. I could read a book on the porch at night The second light is at the southwest corner of the intersection of NE 7th St and 9th Ave. It shines directly into my bedroom windows I understand the importance of street lights, however, I do not think there purpose is to light up adjacent properties",2019-01-31 15:39:00,2019-02-26 08:48:00,617.15,1,29.6602599,-82.3170606,710 NE 9 AVE
3311982,Archived,Parking in Yard (Other Than Driveway),"Two cars parked on grass, but not in driveway.  This is the second time this problem has been reported.",2017-04-03 14:51:00,2017-04-04 10:46:00,19.916666666666668,0,29.6592196,-82.3525121,2132 NW 7TH PL
7490015,Archived,Residential Rental Maintenance,home abandoned cats need to be removed asap!! lady is putting boxes that smell all over her yard blankets stink like rotten milk and cat pee this is disgusting I AM POSTING VIDEOS TO FACEBOOK.THESE CATS ARE IN MY YARD AND IT NEEDS TO STOP NOW MY MOTHER ALMOST FELL BECAUSE THEY WERE SLEEP ON OUR STEPS IN OUR YARD!,2020-03-01 08:13:00,2020-03-02 11:30:00,27.283333333333335,0,29.6602449,-82.3254679,916 NW 1ST ST
4610385,Archived,Grass (Overgrown),,2018-06-27 09:57:00,2018-06-27 12:40:00,2.716666666666667,0,29.69369,-82.3645777,2822 NW 43RD AVE
3700312,Archived,Emergency - Other,power line down length of block,2017-09-12 12:46:00,2017-09-12 12:51:00,0.08333333333333333,0,29.6767697,-82.3676299,2610-2710 NW 30TH TERR
6409642,Archived,Grass (Overgrown),Overgrown weeds at the “Rose Properties”,2019-08-04 11:22:00,2019-08-06 12:53:00,49.516666666666666,0,29.654628456812,-82.326505000005,317 NW 2ND ST
5129898,Archived,General Code Issue,"back to excessive vehicles lining. the west side of property and parking in yard, usually 2 more sideways in front of garage",2018-11-18 19:29:00,2018-11-19 08:02:00,12.55,0,29.6665573120117,-82.3372192382812,1127 NW 16TH AVE
3487220,Archived,Traffic/Pedestrian Signal,"While I absolutely appreciate all the work that went into improving this intersection, there's an issue with the timing on the traffic light with regards to traffic coming from Sweetwater Preserve and heading NW on 16th. Or rather, there's an issue with the light signalling for non-existent traffic. Every time I hit this light I groan, because I know that in the cycle of the light there will be a light JUST for those heading NW on 16th, and there literally will not be any cars nor pedestrians to justify this light. Can something please be done to limit the light to when it is needed? Thanks!",2017-06-13 22:54:00,2017-06-14 07:08:00,8.233333333333333,0,29.629506890394,-82.3222487006849,1100-1198 SE 16 AVE
8892604,Archived,Dead Animal (Public Property),Dead raccoon (?) present since Monday morning,2020-11-10 10:15:00,2020-11-10 10:47:00,0.5333333333333333,0,29.6593738843721,-82.3471884046235,758 NW 18TH TERR
4634947,Archived,General Code Issue,I will be contacting my lawyer about this house. I have put in complaints for the past three years to have this property cleaned up and now my daughter and myself were just attacked by hornets from this house.    The owner will be held responsible for neglecting to keep this house up to code.  They piled debris that has been sitting for years in the right away never to be cleaned up!!!!!,2018-07-03 20:10:00,2018-07-06 13:02:00,64.86666666666666,0,29.6625091,-82.3122776,1101 NE 10TH TERR
